6716,Benq,Benjamin Qi,1,3130
6479,yml,Maolong Yang,2,2215
6480,whzzt,Zhenting Zhu,3,2602
6220,saba2000,Nikoloz Birkadze,4,2410
6165,gepardo,Aliaksandr Kernazhytski,5,2664
6477,laofudasuan,Jianglun Chen,6,2682
6560,WA_TLE,Wataru Inoue,6,2617
6393,None,Atacan İyidoğan,8,0
6717,ekzhang,Eric Zhang,9,2414
6729,AomeII,Duc Thang Pham,10,2160
6644,grumpy_gordon,Ramazan Rakhmatullin,11,2290
6641,Diuven,Younghun Roh,12,2242
6714,sqrtdecompton,Spencer Compton,13,2384
6254,nirshalmon,Nir Shalmon,14,2036
5977,zscoder,Zi Song Yeoh,14,2617
5593,octopuses,Giorgi Kldiashvili,16,2063
6739,E869120,Masataka Yoneda,None,2212
6639,imeimi,Taekyu Kang,17,2237
6640,SebinKim,Sebin Kim,18,2237
6458,xolm,Andrei Nekrashevich,19,2184
6652,None,Gabriel Kheng Lin Goh,20,0
6340,voidmax,Vladimir Romanov,20,2237
6330,mariusz1,Mariusz Trela,22,2657
6478,R.xddddddd,Xuandi Ren,23,2559
5853,perchema,Aleksandar Krastev,24,1941
6327,FCB1234,Anadi Agrawal,25,2410
6438,reedef,Carlos Miguel Soto,25,1894
6707,danya.smelskiy,Daniil Smelskyi,25,2149
6184,kobortor,Joey Yu,25,2210
6549,mr.banana,Mohammad Mahdavi,25,2112
5592,webalorn,Théophane Vallaeys,30,2065
5523,jerry,Jerry Mao,31,2390
6443,1021839,Albert Smith,32,2199
6642,atatomir,Alex Tatomir,33,2441
6153,AngusRitossa,Angus Ritossa,33,2189
6007,manoprenko,Mikhail Anoprenko,33,2157
6241,stevenwjy,Steven Wijaya,33,2213
6730,FallingStar1709,Xuan Nhat Hoang,37,2107
6361,fredrik.w.ekholm,Fredrik Ekholm,38,2061
6219,etiennerossignol,Etienne Rossignol,39,1787
6643,Tiberiu,Tiberiu-Ioan Mușat,40,1953
6738,square1001,Hirotaka Yoneda,None,2049
6543,AMnu,Abdul Malik Nurrokhman,41,1874
5739,jacobtpl,Jacob Por Loong Teo,42,2179
6401,NeKrasnyj,Nazarii Denha,42,2034
6575,__.__,Tautvydas Jasiūnas,44,2226
5971,ReaLNero,Vladimir Maksimovski,44,2150
6471,r3mark,Victor Rong,46,2103
6555,Roee_Sinai,Roee Sinai,47,1500
6678,iloveUtaha,Shih-Yu Wang,47,2162
6233,None,Attila Gáspár,49,0
6737,None,Yasutaka Hiraki,None,0
6576,Kepperoni,Martynas Sinkievič,50,1978
6567,YaKon4ick,Daniyar Zakarin,51,2201
6650,Pajaraja,Pavle Martinović,51,1975
5851,Bruteforceman,Tasmeem Reza,51,2141
6457,austrian_artist,Stanislau Tsitsianok,54,1997
6670,None,Björn Magnusson,55,0
6681,boook,Dao-Yun Peng,56,2304
6194,jklepec,Josip Klepec,57,2096
6638,GyojunYoun,Gyojun Youn,58,2294
6653,None,Jeffrey Chun Hean Lee,58,0
6196,david_garcia,David Manuel García Aguilera,60,1823
6339,egor.lifar,Egor Lifar,60,2375
6547,Navick,Keivan Rezaei,60,2277
6679,edisonhello,Kuan-Yu Chen,60,2314
6456,markysha,Mark Karneichyk,60,2185
5898,Kuha,Juha Harviainen,65,2144
6623,spacewalker,Dan Baterisna,66,2142
6561,None,Hiroaki Hosokawa,67,0
6336,fanache99,Ștefan Constantin-Buliga,67,2554
6176,gabrielsimoes,Gabriel Simões,69,1791
6469,duality,Zixiang Zhou,70,2182
6711,None,Shaun Marshall,71,0
6470,AvaLovelace,Ava Pun,72,1847
6632,wonrzrzeczny,Kacper Kluk,72,1962
6487,paulica,Paula Vidas,72,2118
6524,None,Tobias Schindler,72,0
6680,yp155136,Wei-Han Chen,72,1921
6025,Farhod_Farmon,Farkhod Khakimiyon,77,2364
6331,KLPP,Kevin Pucci,77,1859
6546,Batman,Mehrdad Saberi,79,2463
6706,Sonechko,Sofiia Melnyk,79,2117
6226,chpipis,Charilaos Pipis,81,2136
6530,None,Rahul Arya,81,0
6691,whipppedcream,Sanchayapol Lewgasamsarn,81,1833
6544,AhmadHaulianYogaPratama,Ahmad Haulian Yoga Pratama,84,2102
6532,ethening,Lok Kan Yuen,85,1725
6212,loomas,Martin Širokov,86,2064
6496,None,Josef Minařík,87,0
6273,None,Roberts Leonārs Svarinskis,88,0
6557,FedericoS,Federico Stazi,89,1798
6688,aquablitz11,Thanadol Chomphoochan,89,2076
6563,None,Ikumi Shimizu,91,0
6276,Gediminas,Gediminas Lelešius,92,2033
6307,fldutchman,Arend Mellendijk,93,2103
5942,MadNick,Nurbakyt Madibek,93,2203
6003,geniucos,Costin-Andrei Oncescu,95,2958
6522,vdng9338,Victor Deng,95,1772
6528,anpans,Anastasios Panagopoulos,97,1924
5081,Arturgo,Arthur Léonard,97,2334
6736,None,Riku Kishida,None,0
6294,Rudy358,Alexandru Rudi,99,2270
6392,cdemirer,Caner Demirer,99,1839
5968,I_Love_Tina,Gabriel Cojocaru,99,2004
6657,None,Martin Melicher,102,0
5938,Mohammad_kilani,Mohammad Alkilani,102,2225
5917,msaska9,Zoltán Gábor Molnár-Sáska,104,2149
6596,Tenuun,Tenuun Olonbaatar,105,1874
6257,Ciuffo,Fabio Pruneri,106,1520
6178,radoslav11,Radoslav Dimitrov,107,2245
6648,TadijaSebez,Tadija Šebez,107,2177
6548,SmsS4,Seyed Mahdi Sadegh Shobeiri,109,2274
5869,williemaster,Willem Stuijt,109,1595
6255,lukecavabarrett,Luca Cavalleri,111,1690
6553,Noam527,Noam Gutterman,111,2150
6494,None,Pavel Hudec,111,0
6518,roomas,Richard Luhtaru,111,1954
6529,evpipis,Evangelos Pipis,115,2111
6658,None,Ondrej Baranovič,115,0
6017,paulinia,Paulína Smolárová,117,2268
6708,Adalbert,Adalbert Makarovych,118,2415
6689,None,Jirayu Burapacheep,119,0
6631,shadowatyy,Dawid Jamka,120,2375
6591,None,Diego García Rodríguez del Campo,121,0
6562,Kmcode,Koichi Namekata,121,2434
6485,linkret,Leonard Inkret,123,1920
6698,Hamzqq9,Mehmet Hamza Erol,123,1947
6313,None,Håvard Rognebakke Krogstie,125,0
5761,dwikov,Mohamad Dwik,125,1608
6542,AlphaRazra,Muhammad Salman Al Farisi,125,2164
6510,mohammedehab2002,Mohamed Ehab,128,2102
6660,None,Gregor Kikelj,129,0
6715,williamhu08,William Hu,129,2258
6728,Nevir,Hoang Hai Minh Nguyen,131,1500
6690,None,Milin Kodnongbua,132,0
6030,Kerim.K,Kerim Kochekov,133,2223
6497,None,Michal Jireš,133,0
5904,None,Basim Khajwal,135,0
6651,None,Hua Jun Teow,135,0
6647,milisav,Aleksa Milisavljević,137,2245
6677,XmtosX,Ahmad Haidar,138,1886
6526,eriksuenderhauf,Erik Sünderhauf,138,1881
6468,Martin53,Martin Kopchev,138,2146
6309,ernestvw,Ernest Van Wijland,141,1970
6712,None,Harvey Yau,141,0
6727,Definitely_Not_Ngkan146,Khanh Nguyen,141,2084
6229,gamegame,Harris Leung,144,2332
5936,cip999,Andrea Ciprietti,145,2034
6358,Difarem,Alexander Vidal Zhukova,146,1421
6525,fjuengermann,Florian Jüngermann,146,1954
6695,NaderJemel,Nader Jemel,148,1606
6366,NMAC427,Nicolas Camenisch,148,1526
5587,toomas,Toomas Tennisberg,150,1957
6316,None,Birk Tjelmeland,151,0
6234,None,Orsolya Lili Janzer,151,0
6455,Rezwan.Arefin01,Rezwan Arefin,151,1847
6473,None,Daniel Báez,154,0
5926,KieranHorgan,Kieran Horgan,154,1951
6534,sanroylozan,Áron Noszály,154,2037
6573,Renaats,Renāts Jurševskis,157,1978
5941,sancho,Sanzhar Bidaibek,157,1994
6180,viktor_terziev,Viktor Terziev,159,2078
6699,None,Yusuf Kılıçarslan,159,0
6587,None,Andrej Velichkovski,161,0
6574,NikNag,Eduards Gaņkins,162,1714
6672,None,Hugo Eberhard,163,0
6145,CodigoL,Lautaro Lasorsa,163,1408
6572,None,Iļja Čaikovskis,165,0
6268,nurlykhan,Nurlykhan Kairly,166,2115
6665,FelixMP,Felix Moreno Peñarrubia,167,1677
6221,khokho,Aleksandre Khokhiashvili,168,2320
6439,None,Laura Elena Massaccesi,169,0
6454,memento,Mamnoon Siam,170,1500
