2017,exod40,Rumen Hristov,2,1398
2498,wcao,Wenyu Cao,4,1565
1543,None,Michael Cohen,5,0
1979,None,Robin Cheng,6,0
2353,None,Tsotne Tabidze,7,0
2129,semiexp,Shogo Murai,9,1500
1898,None,Qiwei Feng,10,0
1372,None,Luhang Lai,11,0
1778,None,Pasin Manurangsi,12,0
1667,neal,Neal Wu,13,1500
2147,None,Simon Bürger,14,0
1016,None,Ivica Kičić,15,0
1484,qnighy,Masaki Hara,16,1500
2465,None,Vladislav Haralampiev,16,0
2306,None,Ting-Wei Chen,20,0
1587,_meshanya_,Mikhail Pyaderkin,22,1500
2076,wakaka,Raymond Kang Seng Ing,22,1500
2085,SergeiFedorov,Sergey Fedorov,24,1879
2615,None,Chin Zhan Xiong,26,0
2589,None,Yuchao Pan,26,0
2562,jx_wuyi,Yi Wu,31,1687
1437,None,Marijonas Petrauskas,32,0
1071,None,Jan Kanty Milczek,34,0
1991,romanandreev,Roman Andreev,34,1814
1497,None,Mathias Tejs Knudsen,36,0
2410,luvlubb,Veerakan Sinthaveelertmongkol,38,1500
2152,None,Simon Lindholm,40,0
1487,None,Massimo Cairo,41,0
1405,None,Man Hin Jeffrey Hon,44,0
2216,None,Suthee Ruangwises,44,0
2368,None,Tyson Andre,None,0
1063,None,Ján Hozza,48,0
1244,None,Kensuke Imanishi,49,0
2467,None,Vlastimil Dort,49,0
2558,None,Yevgen Vasyliv,53,0
1008,ikatanic,Ivan Katanić,56,1826
1246,None,Keshav Dhandhania,57,0
1186,None,Jui-Min Lee,58,0
2319,None,Tomáš Belan,59,0
2206,stjepan,Stjepan Glavina,60,1631
2628,None,Žiga Ham,62,0
1533,None,Mehrdad Tahmasbi,65,0
2107,semekh,Seyed Mehran Kholdi,65,1873
1135,None,Johannes Laire,69,0
1465,None,Martin Fixman,71,0
1715,nvilcins,Normunds Vilciņš,72,1618
2594,None,Yu-Hsuan Lai,72,0
2149,None,Simon Forest,75,0
2064,None,Sean Wentzel,78,0
2681,VladGavrila,Vlad Alexandru Gavrilă,80,1500
1248,None,Kęstutis Vilčinskas,81,0
