2332,tomekkulczynski,Tomasz Kulczyński,1,1500
2563,None,Yi Yang,2,0
1141,None,John Pardon,5,0
1415,marcina007,Marcin Andrychowicz,6,1500
1640,None,Mu Yang,6,0
1896,None,Qifeng Chen,8,0
1962,None,Richard McCutchen,9,0
2464,vepifanov,Vladislav Epifanov,15,1500
2621,None,Zhomart Sadykov,15,0
2077,None,Sepideh Mahabadi,18,0
2345,None,Toshiki Kataoka,19,0
1865,None,Phumchanit Watanaprakornkul,21,0
2006,None,Rostislav Rumenov,23,0
2117,None,ShangEn Huang,24,0
1864,None,Phitchaya Phothilimthana,26,0
2113,None,Shahar Papini,27,0
1039,None,Jae Hyun Park,29,0
1558,Mimino,Michal Danilák,31,1500
2304,None,Timur Abishev,32,0
2373,None,Uladzimir Miniailau,34,0
2134,None,Si Young Oh,35,0
1507,None,Matteo Boscariol,36,0
1028,None,Jack Murray,37,0
2032,None,Saeidreza Seddighin,39,0
2159,None,Sina Sadeghian Sadeghabad,41,0
1171,None,Josef Pihera,42,0
2247,None,Tana Wattanawaroon,43,0
1923,None,Raman Udavichenka,45,0
1083,None,János Vincze,46,0
2461,None,Vladimir Serbinenko,46,0
2551,None,Ye Wang,48,0
1209,None,Kaan Soral,53,0
1614,None,Miroslav Klimoš,53,0
2475,None,Vytautas Gruslys,55,0
2453,None,Vladimír Boža,57,0
1998,None,Roman Smrž,58,0
1945,razimantv,Raziman Thottungal Valapu,61,1500
2239,None,Taksapaun Kittiakrastien,66,0
1247,None,Kęstutis Česnavičius,70,0
1344,None,Lik Yau Yip,71,0
2596,None,Yuki Yoshida,72,0
1920,None,Ralf Kistner,75,0
2138,None,Siarhei Tsikhan,75,0
1797,None,Pavel Klavík,77,0
1838,None,Peter Ondrúška,78,0
1593,None,Mikloš Homolja,79,0
1567,None,Miguel Angel Covarrubias,80,0
2337,None,Tomaž Hočevar,82,0
1605,None,Ming Fung Philip Tai,83,0
1273,None,Konstantin Lopyrev,88,0
1358,None,Long Pham,88,0
1612,None,Miroslav Bogdanović,88,0
1775,None,Paolo Comaschi,88,0
2181,None,Srivatsan Balakrishnan,88,0
1417,None,Marcin Kurczych,93,0
2019,None,Ruslan Simonenko,93,0
1155,None,Jong Hyuk Lee,95,0
1950,None,Relja Medić,96,0
2491,None,Lim Wei Quan ,101,0
1487,None,Massimo Cairo,102,0
1134,None,Johannes Josi,103,0
2430,None,Viktor Passichenko,103,0
1048,None,Jakub Kallas,105,0
1318,None,Lauri Kenttä,106,0
2290,None,Tien Nguyen Hoanh,110,0
1366,None,Lucas Hosseini,111,0
2477,None,Wa Kai Wong,115,0
1939,None,Rati Gelashvili,117,0
2270,None,Thijs Marinussen,120,0
1482,None,Martun Karapetyan,122,0
1609,None,Mircea Grecu,123,0
1359,None,Louis Jachiet,124,0
1110,None,Chiam Jia-Han ,126,0
1829,None,Peter Calvert,128,0
1970,None,Riza Oktavian Nugraha Suminto,128,0
1393,None,Magnus Per Jedvert,130,0
1967,None,Ricky Jeremiah Djajadi,131,0
1227,None,Karol Danutama,132,0
1760,None,Otto Ebeling,134,0
2022,None,Rustam Dzhumaniiazov,137,0
2198,None,Stephen Dolan,139,0
1759,None,Ott Tinn,141,0
940,None,Huayang Guo,3,0
850,Zuza,Goran Žužić,4,1500
209,None,Andrey Kolosov,9,0
983,None,Ilya Razenshteyn,11,0
358,None,BoJhang Ho,12,0
549,None,Daniyil Neyter,13,0
997,None,Iskren Chernev,14,0
311,None,Bakhytzhan Baizhikenov,17,0
804,tourist,Gennady Korotkevich,20,1500
526,None,Daniel Grunwald,22,0
466,None,Chris Chen,24,0
499,None,Cosmin Gheorghe,27,0
354,None,Bogdan-Cristian Tataroiu,30,0
947,None,Hung Doan Manh,33,0
839,None,Giovanni Mascellani,37,0
882,kelvin,Han Jay Yang,40,1500
402,None,César Kawakami,43,0
220,None,Andriy Korotkov,48,0
429,chethiya,Chethiya Abeysinghe,50,1500
189,wefgef,Andrei Grigorean,52,1500
973,None,Igor Čanadi,55,0
736,None,Evgeny Fraimovitch,58,0
511,None,Dan Carmon,60,0
913,None,Hessam Akhlaghpour,61,0
420,None,Chen Xing,63,0
700,None,Emil Ibrishimov,63,0
473,None,Foo Chuan Yu,65,0
114,None,Alexander Kaluzhin,66,0
873,None,Hadar Zvi Itzikowitz,69,0
257,None,Aram Shatakhtsyan,72,0
430,None,Cheuk Ting Li,74,0
315,None,Balázs Szalkai,81,0
232,None,Angus McInnes,84,0
175,None,András Eisenberger,85,0
443,None,Chih Cheng Shih,87,0
767,None,Filip Pavetić,None,0
642,None,Domagoj Kusalić,96,0
659,Duc,Duc Ngo Minh,96,1500
988,None,Ioannis Chatzimichos,96,0
225,None,Andy Kong,106,0
680,None,Eduardo Ribas,106,0
919,None,Hoang Le Bao,106,0
506,None,Dae Wook Kim,112,0
123,None,Alexandru Iacob,113,0
