2979,WJMZBMR,Lijie Chen,1,2700
2980,ACmonster,Mingda Qiao,2,2348
2977,sillycross,Haoran Xu,3,1897
3088,KAN,Nikolay Kalinin,3,2517
2686,scott_wu,Scott Wu,5,2564
2707,mustrumr,Hristo Venev,6,1690
3117,cauchy_function,Geunwoo Bae,7,1753
1954,renato_ferreira,Renato Ferreira Pinto Junior,7,1756
2728,dario2994,Federico Glaudo,9,2147
3120,step4,Kai-Chi Huang,10,1722
2978,a142857a,Kangning Wang,11,2450
3090,zemen,Konstantin Semenov,12,1994
2687,havaliza,Seyed Hamed Valizadehtoosi,13,2161
3112,AstroConjecture,Joshua Brakensiek,14,2282
3089,malcolm,Dmitry Gorbunov,15,2141
2987,wafrelka,Tsuyoki Kumazaki,16,1794
3118,gs12117,Seokhwan Choi,17,2198
2688,rares.buhai,Rareș Darius Buhai,19,2005
1462,Gullesnuffs,Mårten Wiman,20,2185
2135,CherryTree,Sergey Kulik,20,2287
2678,baklazan,Eduard Batmendijn,22,1732
2681,VladGavrila,Vlad Alexandru Gavrilă,22,2232
2754,Xellos,Jakub Šafin,24,1905
2787,t0nyukuk,Yusuf Hakan Kalaycı,25,1947
2694,None,Andrew Carlotti,26,0
3010,AntiForest,Ray Li,26,1605
2983,dani1373,Danial Mehrjerdi,28,2145
3091,tunyash,Artur Riazanov,29,2097
3102,None,Krzysztof Pszeniczny,30,0
3105,mareksom,Marek Sommer,31,1831
2679,zlzmsrhak,Bumsoo Park,32,1967
2982,guliashvili,Giorgi Guliashvili,33,1987
2696,nathanajah,Nathan Azaria,34,2152
3058,infrmtcs,Thanh Dat Duong,34,2024
1187,Artix,Jules Pondard,36,1672
1144,random.johnnyh,Johnny Ho,37,2173
2964,Alex_2oo8,Aleksejs Zajakins,38,2054
2702,ivan100sic,Ivan Stošić,39,1892
2712,tonyjjw,Jeongwoo Ji,39,1799
2988,DEGwer,Soh Kumabe,39,2094
2993,MeinKraft,Marko Stanković,43,1991
3039,mislav,Mislav Balunović,44,1638
3009,jamespayor,James Payor,45,1351
3166,forget,Si Yu How,45,1900
3045,alex20030190,Kam Chuen Tung,47,1823
3059,kostya_by,Konstantin Sokol,48,2110
2731,None,Ranald Yun Shao Lam,48,0
2704,con_nha_ngheo,Tuan Anh Nguyen,50,2240
2315,None,Tom Kalvari,51,0
3078,Enchom,Encho Mishinev,52,2008
2749,jsannemo,Johan Sannemo,52,1613
3113,stevenkplus,Steven Hao,52,2084
2740,None,Gellért Weisz,55,0
2719,None,Wei Liang Gan,56,0
2735,gendelpiekel,Michael Chen,57,1500
2724,jonathanirvings,Jonathan Irvin Gunawan,58,2070
2721,Furko,Roman Furko,59,1908
2697,hogloid,Kohji Liu,60,2233
